open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1767225600000,87608.30,87671.70,87600.00,87671.60,289.166,1767225899999,25336801.72820,3820,133.729,11719338.42450,0
1767225900000,87671.60,87791.90,87671.60,87734.50,367.823,1767226199999,32269290.95880,9253,256.003,22458841.61630,0
1767226200000,87734.50,87734.50,87705.00,87705.00,95.626,1767226499999,8388561.62260,2327,57.300,5026413.91420,0
1767226500000,87705.00,87735.00,87705.00,87735.00,88.213,1767226799999,7738310.43080,2274,55.482,4866957.25910,0
1767226800000,87734.90,87747.30,87733.90,87736.90,78.218,1767227099999,6862734.58350,1858,47.764,4190698.03560,0
1767227100000,87737.00,87754.00,87734.10,87746.40,70.469,1767227399999,6183152.83240,2234,37.585,3297819.34360,0
1767227400000,87746.30,87747.00,87716.20,87716.30,100.521,1767227699999,8818857.56780,2558,41.364,3628924.31150,0
1767227700000,87716.30,87731.80,87701.70,87721.80,77.075,1767227999999,6760604.83090,2718,50.797,4455633.72920,0
1767228000000,87721.80,87729.30,87706.20,87715.00,65.621,1767228299999,5756265.10820,1915,41.012,3597530.04020,0
1767228300000,87715.00,87783.80,87714.90,87783.80,76.910,1767228599999,6748067.09690,2143,64.258,5638129.44900,0
1767228600000,87783.80,87800.00,87762.80,87772.20,148.811,1767228899999,13062820.92120,3189,59.721,5242306.41860,0
1767228900000,87772.20,87819.00,87767.30,87773.40,112.587,1767229199999,9884096.74440,2907,69.078,6064456.93530,0
1767229200000,87773.40,87829.10,87773.30,87821.00,102.522,1767229499999,9002182.10340,2369,72.976,6407560.51970,0
1767229500000,87821.00,87929.00,87820.90,87929.00,484.781,1767229799999,42607975.51270,7722,309.523,27203644.36380,0
1767229800000,87928.90,87983.30,87905.40,87960.80,319.100,1767230099999,28065378.64600,6056,172.695,15188742.38880,0
1767230100000,87960.90,88021.40,87907.70,87908.70,359.230,1767230399999,31600967.12020,8525,208.175,18315099.41850,0
1767230400000,87908.70,87930.70,87871.70,87903.30,333.928,1767230699999,29353043.53010,4452,47.933,4213458.62360,0
1767230700000,87903.20,87903.30,87833.60,87837.50,86.278,1767230999999,7580719.09580,2645,21.044,1848994.48390,0
1767231000000,87837.40,87866.50,87837.40,87855.00,63.509,1767231299999,5579475.51150,2302,33.602,2951958.67340,0
1767231300000,87855.00,87855.10,87797.90,87808.30,177.902,1767231599999,15624962.22810,4933,78.280,6875644.69170,0
1767231600000,87808.30,87858.70,87808.30,87858.60,70.025,1767231899999,6150532.60630,2468,45.351,3983439.10570,0
1767231900000,87858.70,87913.40,87841.20,87875.40,145.705,1767232199999,12805236.94790,3387,72.753,6393580.69440,0
1767232200000,87875.40,87976.10,87875.40,87966.80,194.088,1767232499999,17064735.35480,3954,153.777,13520742.65830,0
1767232500000,87966.80,87980.00,87916.50,87916.50,104.068,1767232799999,9152960.55100,2932,39.818,3502193.15130,0
1767232800000,87916.60,87919.90,87869.30,87919.70,113.744,1767233099999,9997520.65080,3170,49.283,4331721.98290,0
1767233100000,87919.80,87996.90,87919.70,87996.90,101.429,1767233399999,8923175.95190,3086,78.975,6947822.64390,0
1767233400000,87996.80,87997.50,87948.30,87963.10,120.716,1767233699999,10619667.46170,2901,46.810,4117954.31080,0
1767233700000,87963.10,88065.00,87952.50,87967.40,345.781,1767233999999,30435367.44210,7747,185.309,16310677.13230,0
1767234000000,87967.40,87998.30,87933.80,87934.30,154.548,1767234299999,13594288.48170,3878,66.285,5831254.67980,0
1767234300000,87934.40,87934.40,87904.20,87925.60,58.047,1767234599999,5103558.13660,1870,21.083,1853638.97420,0
1767234600000,87925.60,88029.20,87914.10,87966.10,354.690,1767234899999,31207596.17390,5680,155.153,13649819.67020,0
1767234900000,87966.00,87970.00,87913.90,87962.40,107.995,1767235199999,9497549.91690,3054,45.657,4015099.55940,0
1767235200000,87962.30,87977.00,87914.70,87928.40,101.636,1767235499999,8937108.52390,2357,40.118,3527484.00910,0
1767235500000,87928.30,87938.50,87881.50,87899.90,166.024,1767235799999,14596440.81670,4109,86.341,7590858.82220,0
1767235800000,87899.80,87899.90,87866.30,87873.70,84.740,1767236099999,7447178.78290,2674,30.105,2645592.81740,0
1767236100000,87873.70,87928.20,87866.00,87884.60,186.472,1767236399999,16390758.78150,3622,106.995,9404835.25620,0
1767236400000,87884.60,87888.00,87854.80,87888.00,95.875,1767236699999,8424346.51040,2695,33.344,2929853.40410,0
