open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1754006400000,3696.57,3698.08,3613.67,3680.01,804497.698,1754009999999,2947394304.17935,750977,368618.113,1351068015.28344,0
1754010000000,3680.01,3695.00,3650.04,3687.10,434851.064,1754013599999,1598739969.87586,558855,219193.225,806140568.92306,0
1754013600000,3687.11,3722.00,3678.29,3714.71,272596.571,1754017199999,1010461488.50909,307449,148649.505,550971190.79227,0
1754017200000,3714.70,3722.90,3700.00,3703.49,137091.970,1754020799999,508657404.85066,164482,66137.977,245437644.19217,0
1754020800000,3703.49,3703.49,3675.02,3680.40,245165.741,1754024399999,903829096.32794,261106,100537.617,370600173.48195,0
1754024400000,3680.40,3691.60,3662.85,3673.28,170844.309,1754027999999,628142876.03066,235653,84614.859,311203991.45934,0
1754028000000,3673.28,3681.11,3638.84,3660.90,302795.626,1754031599999,1108077886.97308,337691,141903.348,519436027.78325,0
1754031600000,3660.90,3667.66,3622.22,3648.67,341872.970,1754035199999,1244136181.46530,380218,174859.372,636513106.91921,0
1754035200000,3648.66,3648.66,3583.44,3607.81,569814.464,1754038799999,2056872578.29214,611368,257300.223,928872342.59732,0
1754038800000,3607.81,3638.85,3603.92,3616.90,218038.084,1754042399999,790887102.58622,290067,117786.578,427251659.67949,0
1754042400000,3616.89,3632.41,3608.00,3614.15,144123.900,1754045999999,521750215.26556,226568,70092.658,253768480.49189,0
1754046000000,3614.17,3642.16,3604.81,3641.04,169765.571,1754049599999,615436570.38581,206904,87282.153,316436979.66518,0
1754049600000,3641.04,3673.16,3628.47,3661.55,427660.038,1754053199999,1563526507.02260,440526,225101.736,823065375.08431,0
1754053200000,3661.55,3674.84,3575.00,3598.23,596329.632,1754056799999,2158414643.64767,616142,270335.535,978763280.94292,0
1754056800000,3598.23,3654.97,3562.05,3631.57,638312.980,1754060399999,2309111990.73470,736621,325450.896,1177599093.20734,0
1754060400000,3631.58,3634.96,3580.66,3614.49,410243.500,1754063999999,1478394491.71884,551369,200607.837,723075020.06648,0
1754064000000,3614.50,3632.74,3572.90,3586.04,335408.015,1754067599999,1209554780.54422,430306,154236.737,556503881.45871,0
1754067600000,3586.01,3600.71,3561.00,3570.28,390627.854,1754071199999,1396763983.64773,523708,192112.149,687090889.91145,0
1754071200000,3570.27,3584.54,3535.00,3548.48,572353.729,1754074799999,2036505572.77060,649861,263674.204,938663853.08823,0
1754074800000,3548.47,3560.00,3514.00,3517.57,429918.416,1754078399999,1519642663.03640,555482,202545.417,716103899.09951,0
1754078400000,3517.57,3541.34,3490.00,3539.90,461493.215,1754081999999,1621788564.12499,512884,214984.753,756003031.67927,0
1754082000000,3539.90,3551.89,3530.79,3535.17,158099.541,1754085599999,560171540.69986,210658,79538.408,281856256.98092,0
1754085600000,3535.18,3543.12,3428.86,3461.64,712416.075,1754089199999,2474275459.34969,774292,296960.302,1031205775.33010,0
1754089200000,3461.64,3492.00,3447.26,3486.42,249251.304,1754092799999,865778904.42504,361290,129709.658,450588379.03573,0
